,image_id,question,answer
319640,37282,How many tiers is the cake?,5
179354,292432,How many people are in the image?,5
155024,568113,How many cabinets are shown?,5
358550,235760,How many children are there?,5
9374,527010,How old is the child?,5
145645,303389,How many of these animals are alive?,5
140301,301855,How many luggage carts are there?,5
282662,450478,How many lights are there?,5
354880,496766,How many black items in this room?,5
418541,64251,How many cars on the train?,5
402370,249365,How many different types of produce are pictured?,5
251233,202943,What color is the building?,gray
323320,81166,What color is the skateboard ramp?,gray
188323,315256,What color is the teddy bear?,gray
287866,345238,What color is the blanket?,gray
253133,203450,What is the color of the sky?,gray
244806,69770,What color is the man's shirt?,gray
383559,374516,What color are the clouds?,gray
230758,196623,What type of cat is this?,gray
368098,238688,What color is the cube in-between the white ones?,gray
25473,481820,What color is the tablecloth?,gray
96753,551607,What color is the sidewalk?,gray
276103,211347,What color is the cat?,gray
64254,419599,What color is the woman's jacket?,gray
327909,488423,What color is the cat?,gray
18687,88270,What color is this man's shirt?,gray
309300,155739,What color is the car?,gray
250256,71528,What is the color of the material these animals standing on?,gray
189945,446801,What color is the person's pants?,gray
375505,109836,What color is the carpet?,gray
27550,138961,What color frames are the man's glasses?,gray
374455,109515,What color is the skate ramp?,gray
296238,478885,What color is the computer mouse?,gray
168934,440899,What is the color of the elephants?,gray
66306,149871,What color is the plane?,gray
336555,228915,What color is the cat?,gray
317453,354095,What color is this pilot's tie?,gray
179093,312748,What color is this unique vehicle?,gray
75301,502629,What color is the animal?,gray
270618,208850,What color is the animal?,gray
212520,315860,What color is the kitty cat?,gray
54089,408475,What colors are the poles?,gray
263222,468652,What color is the truck?,gray
95141,157933,What color is the bright flooring?,gray
298112,348364,What color is the bedsheets?,gray
3491,30585,What color is the road?,gray
50491,14320,What color is the house opposite the stop sign?,gray
164740,570805,What color is his ski boots?,gray
188050,446249,What color is the water?,gray
353883,410425,What color is the sky?,gray
99300,159118,What color is the animal?,gray
240284,426459,What color is the bathroom tile?,gray
107738,554731,What color is the cat?,gray
379941,504454,What color are the elephants?,gray
333691,96969,What color is this truck?,gray
150184,304584,What color are the mats on the floor?,gray
217947,192867,What color is the person's shirt?,gray
401750,118087,What color is this bird?,gray
38849,535278,What color is her cabinet?,gray
212778,191305,What color is the elephant?,gray
147957,435065,What is the main color of the tie?,gray
212778,191305,What color is the elephant?,gray
118660,136664,What color is the man's shirt?,gray
425345,297517,What color is the smoke on the right side of the picture?,gray
355606,60990,What color is the fence?,gray
282309,212359,What color is the bird's beak?,gray
182718,182658,What color are the walls?,gray
340346,230104,What color is the horse?,gray
257538,73686,What color is the wall?,gray
334472,359340,What color is this person's shirt?,gray
408603,251283,What are the colors on the tails of the two planes?,gray
139329,533784,What color is the floor?,gray
3309,263101,What color is the front of the train?,gray
184968,183244,What color is his shirt?,gray
34035,9673,What color is the sky?,gray
288678,567066,What color is the bus?,gray
76212,367337,What color is the table?,gray
128519,429509,What color is the sky?,gray
61055,541528,What is the color of the umbrella?,gray
1991,536855,What is the color of the ladies winter coat?,gray
48861,144897,What color is the sky?,gray
169452,572121,What color is the mouse?,gray
303816,350028,What color are the clouds?,gray
118734,557869,What color is the 1st car?,gray
198856,449350,What color is her shirt?,gray
302516,480745,What color is the cat?,gray
19507,398808,What color is the case closest to the camera?,gray
307966,482328,What color are the rooftops?,gray
212520,315860,What color is the kitty cat?,gray
327211,357108,What color is in the background of this photo?,gray
320642,369086,What color are the walls?,gray
107242,30328,What color is the car on the left?,gray
169422,178895,What color is the side of the building?,gray
438379,493136,What color is the umbrella?,gray
6181,132838,What color is the sky?,gray
41807,536109,What color is the ground?,gray
247042,252043,What color are the floors?,gray
436299,390951,What color is the tile on the wall?,gray
354269,103366,What color is the skier's coat?,gray
424761,125335,What color is the jet?,gray
311769,90244,What color is the background?,gray
227773,195791,What color is the man's shirt?,gray
227760,195791,That color is this shirt?,gray
312003,430114,What color is the sky?,gray
118886,426849,What color are the person's pants?,gray
251981,100863,What color is the towel?,gray
399572,379530,What color is the hummingbirds feathers?,gray
409925,251700,What color is the wall?,gray
333700,96969,What color is the truck?,gray
151169,459697,What color is the car?,gray
80147,284758,What color is the woman's sweater?,gray
159839,138595,What color is his top?,gray
352811,102915,What color is the dog?,gray
33623,402776,What color is the shirt of the woman standing on the right?,gray
41539,536045,What color is this elephant?,gray
441220,87248,What color is the court?,gray
220557,455737,What color is the trash can?,gray
52338,362796,What color is the sky?,gray
420838,517251,What color is the person's hair?,gray
180715,358033,What color is the trolley?,gray
287866,345238,What color is the blanket?,gray
94438,26647,What color is the sky?,gray
328128,226354,What color is his shirt?,gray
387285,572505,What color is his uniform?,gray
283762,343912,What color is the person's cap?,gray
226961,64470,What color is the man's sweater?,gray
383786,75818,What color is this elephant?,gray
58508,16518,What color are they?,gray
386947,244582,What color is the thread?,gray
157168,182164,What color is the man's hat?,gray
391340,114945,What color are the women's shoes?,gray
64980,18389,What color is the bench near the shrubs?,gray
191631,489606,What color is the cat?,gray
239306,199150,What color is the parking meter?,gray
173779,442277,What color uniform is the batter wearing?,gray
435342,390663,What color is the man's hat?,gray
44050,559073,What color is the cat's chest?,gray
167935,226357,What color is the stereo?,gray
38456,242113,What color are the sheets?,gray
73374,3461,What color is the sky?,gray
103107,553417,What color is this cat?,gray
234805,459978,What color is the airplane?,gray
262365,471283,What color is the sky?,gray
2411,690,What color is the man's shirt on the bike?,gray
407538,250910,What is the color of this person's vest?,gray
14418,4138,What color are the boy's shoes?,gray
418018,265974,What is the color of hydrate?,gray
413852,384058,What color is the bedspread?,gray
110429,31230,What color are the cats?,gray
303628,481042,What color is the sky?,gray
257017,466730,What color is the sign?,gray
139494,39464,What color is the building on the right?,gray
332972,96746,What color is the lady's hat?,gray
241961,462134,What color is the rail?,gray
258836,318184,What color is the picture?,gray
338643,491739,What color is the man's hat?,gray
126966,27826,What is the color of the luggage bag?,gray
77060,546065,What color is the bear?,gray
378080,372789,What is the color of the floor?,gray
84699,23929,What color is the sky?,gray
56829,461428,What color are the keys on the keyboard?,gray
73181,151787,What color is the little boy's shirt?,gray
399595,248464,What color is the road?,gray
335176,228463,What color is the man's shirt?,gray
46813,537512,What color is the object the bike is leaning against?,gray
227034,64501,What color is his pants?,gray
8673,2531,What color is the sky?,gray
231567,459026,What color is the front of the train?,gray
28280,401313,What color is the couch?,gray
41092,273771,What color is the cat?,gray
413899,253004,What color is the computer keyboard?,gray
169633,178962,What color is the floor?,gray
206945,534049,What color is the towel on the right?,gray
233401,328500,What is the color on the elephant?,gray
237476,557399,What color are the animals?,gray
105147,160823,What are the color of the coats they are wearing?,gray
81710,285220,What color is the batters uniform?,gray
357633,497633,What color is the ocean?,gray
387676,171875,What color is the man's shirt?,gray
177725,181305,What color is the umbrella?,gray
21478,268260,What color is the woman's shirt?,gray
147651,434986,What color is the coat?,gray
424761,125335,What color is the jet?,gray
158997,175991,What is the color of the very tip of this building?,gray
350882,364458,What color is the ground the person is walking on?,gray
213413,298799,What color are poles?,gray
389124,431526,What color is the floor?,gray
131982,299433,What color is the sky?,gray
438379,493136,What color is the umbrella?,gray
328128,226354,What color is his shirt?,gray
138224,563371,What color is the animal?,gray
398210,379138,What color is the doors?,gray
228180,195916,What color of the sky?,gray
276848,341794,What color is the primary person's shirt?,gray
105147,160823,What are the color of the coats they are wearing?,gray
168432,309728,What color is the woman's jacket?,gray
78546,546445,What color is the cat?,gray
189753,53531,What color is the animal?,gray
174563,551571,What color is the curb on the left painted?,gray
77409,21883,What color is the man's beard?,gray
41858,405057,What color are the girls sleeves?,gray
229562,458453,What color is the road?,gray
418156,123268,What color is the tile on the floor?,gray
352540,233916,What color is this photo?,gray
196287,579713,What color shirt is the lady wearing?,gray
328112,226354,What color is the boy's shirt?,gray
381882,373970,What color is the tire?,gray
357856,104482,What color is the cat?,gray
188715,576850,What color is the cat?,gray
163905,33057,What color is the man's pants?,gray
281882,559657,What color is the grass?,gray
118670,33555,What color is the fence?,gray
227690,194193,What type of elephant is in the photo?,gray
20918,5991,What color is the plane?,gray
429672,126770,What color is the umbrella?,gray
388587,435885,What color is the sky?,gray
100989,421734,What color is the trash can?,gray
315747,91482,What color is the jet?,gray
46813,537512,What color is the object the bike is leaning against?,gray
164812,177604,What color is the sky?,gray
373723,83755,What color outfit is this man wearing?,gray
265266,143745,What color is the floor?,gray
114217,425548,What color is the middle plane?,gray
233793,137514,What color is the cat's eyes?,gray
111768,424867,What color is the tower?,gray
262916,206415,What color is the elephant?,gray
413852,384058,What color is the bedspread?,gray
383265,505486,What color is the fence behind the zebras?,gray
282042,81201,What color is the older girls hair?,gray
247393,201644,What color is the comforter on the bed?,gray
403716,249791,What color is the sky?,gray
122839,34777,What color are the elephants?,gray
147646,434986,What color is the woman's sweater?,gray
118311,426664,What kind of horse is the jockey riding?,gray
357633,497633,What color is the ocean?,gray
440817,139634,What color is the table?,gray
225819,119922,What color is the fence?,gray
139277,301554,What color is the baby elephant?,gray
174672,466974,What color are the tiles?,gray
231567,459026,What color is the front of the train?,gray
368427,500941,What color is the player's shirt?,gray
352811,102915,What color is the dog?,gray
302516,480745,What color is the cat?,gray
403817,249835,What is the main color tone of this photo?,gray
441220,87248,What color is the court?,gray
300576,407711,What is the primary color in the photo?,gray
371141,239586,What color is the man's tie?,gray
340347,230104,What color is the horse's coat?,gray
304483,350240,What color is the man's shirt?,gray
333142,300120,What color is this cat?,gray
279564,473631,What is the color of her shirt?,gray
38849,535278,What color is her cabinet?,gray
278937,80234,What color is the cat?,gray
310316,408185,What's the color of the tip of the controls?,gray
309887,298938,What color helmet is the kid wearing?,gray
289834,345855,What color are the walls?,gray
441220,87248,What color is the court?,gray
135704,38389,What color is the street sign pole?,gray
135452,562590,What color is his jacket?,gray
216739,454685,What color is the sky?,gray
391064,114843,What color of helmet is she wearing?,gray
285649,402082,What color are the fence posts?,gray
306381,320609,What color is the ground?,gray
153236,567613,What color is the animal?,gray
327465,357202,What color jacket is the snowboarder wearing?,gray
316875,91796,What color are the elephants?,gray
139675,170584,What color is the cat?,gray
61508,570874,What color is the house to the right of the bus?,gray
378328,372868,What color is the sky?,gray
278937,80234,What color is the cat?,gray
408603,251283,What are the colors on the tails of the two planes?,gray
280224,80609,What color is the girls jacket?,gray
147651,434986,What color is the coat?,gray
142641,433607,What color is the floor of this area?,gray
410985,514232,What does the sky look like in this photo?,gray
309302,155739,What color is the car behind the parking meter?,gray
377216,372554,What color is his hat?,gray
366332,369170,What color are the elephants?,gray
332972,96746,What color is the lady's hat?,gray
280089,342707,What color is the floor?,gray
382065,193410,What color is the elephant?,gray
253746,99474,What color is the sky?,gray
411540,514393,What color is the child's shirt?,gray
338004,491516,What color is the inside of the suitcase lid?,gray
91396,287962,What color is the woman's handbag?,gray
118670,33555,What color is the fence?,gray
287452,345114,What color is  the suitcase lining?,gray
340918,492435,What color is the sky?,gray
405889,381476,What color is the man's hat?,gray
311484,90149,What color are the chairs?,gray
311654,430097,What color is the plane?,gray
253746,99474,What color is the sky?,gray
367869,500768,What color is his shirt?,gray
368597,107747,What color is the clock tower?,gray
211210,333694,What color hair does the person in plaid have?,gray
247042,252043,What color are the floors?,gray
150141,173504,What color is the sky in this picture?,gray
23837,70059,What color is the man's scarf?,gray
193,262204,What color is the animal?,gray
137671,563243,What color are the window-frames?,gray
44077,559073,What color are the cat's stripes?,gray
355076,103612,What color is the scissors handles?,gray
187831,125244,What color is the pickup truck?,gray
388730,376241,What color is her top?,gray
278937,80234,What color is the cat?,gray
75191,414482,What is the color of the parking meter?,gray
314783,222259,What color is the keyboard?,gray
370703,135618,What color is the water?,gray
257406,466856,What color is this animal?,gray
239306,199150,What color is the parking meter?,gray
380398,373512,What color is the ground?,gray
159839,138595,What color is his top?,gray
377216,372554,What color is his hat?,gray
384821,374977,What color is the vehicle?,gray
317622,92006,What color is the crane?,gray
50026,407372,What is the color of the elephants?,gray
183698,576153,What color is the animal?,gray
324079,199534,What color is the bus?,gray
41551,273904,What color are the birds?,gray
268912,356097,What color is the sky?,gray
25716,400593,What color is the vehicle featured in this picture?,gray
80117,69302,What color is the plate?,gray
168432,309728,What color is the woman's jacket?,gray
58294,147526,What color is this parking meter?,gray
54620,15404,What color are the clouds?,gray
412617,252576,What color is the ground?,gray
193465,533377,What is the color of the wall?,gray
366666,432917,What color is the grass?,gray
40377,142481,What color shirt is the woman wearing?,gray
218159,61842,What color are her shoes?,gray
431607,258439,What color is the man's helmet?,gray
341510,99405,What is the dominant color in this photo?,gray
166448,117062,What is the color of the sky?,gray
30382,8639,What color is the horse?,gray
130765,341663,What color is the remote case?,gray
271814,78169,What color is the jet?,gray
255757,335308,What color laptop is in this picture?,gray
38407,535160,What color is the sky?,gray
299169,79957,What color is the elephant?,gray
96409,506979,What color is the elephant?,gray
304556,219194,What color is the cat?,gray
398601,117116,What color is the ground?,gray
141359,564316,What color is the sky?,gray
167935,226357,What color is the stereo?,gray
211820,191016,What color is the cat?,gray
436299,390951,What color is the tile on the wall?,gray
80615,47481,What color is the backsplash?,gray
303816,350028,What color are the clouds?,gray
443047,130856,What color is the footstool?,gray
341510,99405,What is the dominant color in this photo?,gray
30546,270844,What color is this man's shirt?,gray
260815,205791,What color is the cat's belly?,gray
188715,576850,What color is the cat?,gray
384843,243910,What color are the countertops?,gray
408713,120246,What color is the laptop?,gray
101935,553077,What color is the picture?,gray
206827,189598,What color is the building?,gray
437325,391272,What color is the helmet?,gray
371141,239586,What color is the man's tie?,gray
117573,426469,What color is the water?,gray
64980,18389,What color is the bench near the shrubs?,gray
189945,446801,What color is the person's pants?,gray
137174,38801,What is the color of the animal?,gray
400709,248809,What color is the boat?,gray
440817,139634,What color is the table?,gray
99175,135741,What color are the tiles on the wall?,gray
438955,129599,What color is the countertop?,gray
31009,380007,What color is the man's shirt?,gray
317458,354095,What color is his tie?,gray
294112,79701,What color is the man's tie?,gray
367223,238402,What color are the clouds?,gray
52075,407899,What kind of cat is this?,gray
395556,378313,What color is the gate?,gray
30382,8639,What color is the horse?,gray
66369,412034,What color is the man outfit in parking lot?,gray
134261,431178,What color is the guys shirts?,gray
226961,64470,What color is the man's sweater?,gray
357051,492297,What color is the lady's hair?,gray
192900,511508,What color is the train?,gray
193,262204,What color is the animal?,gray
198839,449347,What color is his shirt?,gray
295124,347455,What color is the man's jacket?,gray
50744,538687,What color is the bull?,gray
373036,371239,What color is the person's jacket?,gray
93943,288651,What color is the curb?,gray
233818,66493,What color is the stone?,gray
262916,206415,What color is the elephant?,gray
226070,326373,What color of jacket is this person wearing?,gray
1160,576128,What color are the animals?,gray
280089,342707,What color is the floor?,gray
250242,464740,What color is the top of the clock?,gray
373965,502613,What color is the building?,gray
180715,358033,What color is the trolley?,gray
42460,143089,What is the color of the hydrant?,gray
257538,73686,What color is the wall?,gray
80685,284914,What color is the plane wing?,gray
31064,139915,What color is the lazy boy?,gray
12381,134640,What color are the rocks?,gray
255470,335231,What color is the baby elephant?,gray
377575,110483,What color is the track?,gray
434928,390534,What colors does the plane have?,gray
135452,562590,What color is his jacket?,gray
125564,268065,What color is the man's hat?,gray
368597,107747,What color is the clock tower?,gray
319224,354655,What color is the policeman's motorcycle?,gray
319478,354725,What color is the bird?,gray
21954,122415,What color is the sky?,gray
415961,253656,What color is the sheet?,gray
50744,538687,What color is the bull?,gray
279228,211384,What color is the train?,gray
253662,203612,What color is the person on the right's shirt?,gray
107591,5377,What color is the water?,gray
333142,300120,What color is this cat?,gray
21478,268260,What color is the woman's shirt?,gray
31106,271002,What is the color of the cat?,gray
420617,255026,What color is the door?,gray
204277,450904,What color are the tiles on the floor?,gray
428049,519493,What colt is the sky?,gray
191229,94632,How are the clouds?,gray
64980,18389,What color is the bench near the shrubs?,gray
384067,505784,What is the color of the animals?,gray
180947,51106,What color is the train?,gray
264036,468876,What color is the floor?,gray
386384,113309,What is the only color in the photo?,gray
212529,315860,What color is the mouse pad?,gray
379733,504396,What is the color of the floor?,gray
33048,9413,What color is the trash can?,gray
359019,498045,What color is the person's jacket?,gray
175753,442901,What color is the bird?,gray
78546,546445,What color is the cat?,gray
289493,186484,Which cat is closer to the camera?,gray
180715,358033,What color is the trolley?,gray
433117,390001,What are the colors on the bus?,gray
339973,230014,What color are the animals?,gray
428049,519493,What colt is the sky?,gray
312455,221542,What color are the animal's legs?,gray
258367,467172,What color is the floor?,gray
271102,209012,What color is the women's shirt?,gray
80117,69302,What color is the plate?,gray
137011,300895,What color is this elephant?,gray
233401,328500,What is the color on the elephant?,gray
148001,435076,What color are the chairs?,gray
95141,157933,What color is the bright flooring?,gray
211820,191016,What color is the cat?,gray
426240,195721,What color is the sky?,gray
97108,158486,What color is the plane?,gray
309500,233379,What color is the cat?,gray
230760,196623,What kind of cat is this?,gray
165085,308739,What color cat is on the left?,gray
376554,547168,What color is the sky?,gray
7676,264396,What color is the train?,gray
46528,275297,What color is the shirt on the male closest to the camera?,gray
307938,220183,What color is the background?,gray
118660,136664,What color is the man's shirt?,gray
90239,156556,What color is the sky?,gray
400172,510799,What color is the roof of the building on the left?,gray
289834,345855,What color are the walls?,gray
4413,525572,What color is the women shirt?,gray
45374,274970,What color is the boys boots?,gray
289493,186484,Which cat is closer to the camera?,gray
174983,442654,What is the color of the building?,gray
366345,369170,What color is the elephant?,gray
55032,15518,What color is the water?,gray
191631,489606,What color is the cat?,gray
213266,60378,What color is the trash can?,gray
334127,97092,What kind of suit is that?,gray
93943,288651,What color is the curb?,gray
227486,195701,What are the different colors in the men's shorts?,gray
411467,326028,What color is the bird?,gray
180715,358033,What color is the trolley?,gray
141350,564316,What color are the sneakers?,gray
343010,99893,What color is the sky?,gray
115702,294925,What color are they?,gray
270618,208850,What color is the animal?,gray
237580,329766,What color is the sky?,gray
342618,361888,What color are the rocks in the background?,gray
3182,925,What color is his suit?,gray
265938,296699,What color is the pavement?,gray
277872,342078,What color is the cat?,gray
32708,569525,What color are these cats?,gray
99420,157596,What color is the photo?,gray
236576,198422,What color is the man's suit?,gray
309300,155739,What color is the car?,gray
109816,424263,What color are the skies?,gray
21478,268260,What color is the woman's shirt?,gray
427471,292257,What color is the defensive team's shirts?,gray
391064,114843,What color of helmet is she wearing?,gray
233818,66493,What color is the stone?,gray
54620,15404,What color are the clouds?,gray
304556,219194,What color is the cat?,gray
103831,291504,What color are the elephants?,gray
59598,147930,What color is the car?,gray
37896,403955,What is the color of the horse?,gray
129920,429898,What color is the bird?,gray
250242,464740,What color is the top of the clock?,gray
150184,304584,What color are the mats on the floor?,gray
219691,62301,What is the main color of the bird?,gray
254980,203994,What color is the sky?,gray
39339,404351,What color is the train?,gray
50491,14320,What color is the house opposite the stop sign?,gray
218141,61842,What color shoes is the woman wearing?,gray
206598,320616,What color are the clouds in this photo?,gray
263222,468652,What color is the truck?,gray
285488,213426,What color is her shirt?,gray
298481,473137,What color is the laptop?,gray
27275,269947,What color is the sky?,gray
3202,386700,What color is the water?,gray
402782,118407,What color is the water?,gray
388712,376241,What is the main color of the girl's shirt?,gray
118886,426849,What color are the person's pants?,gray
120383,296201,What color is the sky?,gray
298481,473137,What color is the laptop?,gray
424761,125335,What color is the jet?,gray
147671,434986,What color are her pants?,gray
402778,118407,What color are the clouds?,gray
134870,431357,What color is the metal?,gray
291962,215410,What color are the steps on the white building?,gray
438379,493136,What color is the umbrella?,gray
187755,577225,What color is the love seat?,gray
374762,258566,What color is his shirt?,gray
213440,119297,What color is the catcher's jersey?,gray
370778,138910,What color is the sofa on the carpet?,gray
32180,576421,What color is the disc?,gray
102528,291102,What color are the elephants ears?,gray
311484,90149,What color are the chairs?,gray
170481,48130,What color is the man on the rights pants?,gray
251235,202943,What is the color of the plane?,gray
435968,259776,What color is the catchers uniform?,gray
312576,90523,What colors is the comforter?,gray
406823,512844,What color is the sky?,gray
49892,170309,What color are the tags on the object in the front row?,gray
266424,469639,What color are the boats?,gray
234100,459787,What color is the floor?,gray
333700,96969,What color is the truck?,gray
379941,504454,What color are the elephants?,gray
167435,178378,What color is the cat on the left?,gray
113636,153829,What color are the mailboxes?,gray
422396,517764,What color is this cat's fur?,gray
408289,271398,What Color is the little boy's shorts?,gray
205724,189224,What color is the partition?,gray
81751,416303,What color beard is the man's?,gray
111768,424867,What color is the tower?,gray
182482,575816,What color is this cat?,gray
340347,230104,What color is the horse's coat?,gray
200499,580932,What color is the wall?,gray
410681,514104,What color is the cat?,gray
6829,395214,What color is the gate on the ground?,gray
147668,434986,What color is his jacket?,gray
3307,263101,What color is front of train?,gray
62168,148602,What color are the bodies of the planes?,gray
400172,510799,What color is the roof of the building on the left?,gray
108104,423778,What color is the trash can?,gray
79643,418804,What color are the tiles?,gray
140292,301855,What is the color of the roof?,gray
216559,192497,What color is the woman's shirt?,gray
426240,195721,What color is the sky?,gray
97818,158701,What color is the sky in this picture?,gray
259986,205559,What color are the rocks?,gray
248322,70871,What color is the sky?,gray
305619,88388,What color is the catcher's shirt?,gray
182907,52299,What color is the pavement?,gray
403854,380918,What color is the man's hair?,gray
159004,175991,What color is the top of the tower?,gray
441224,523490,What color is the woman's vest?,gray
187755,577225,What color is the love seat?,gray
11975,3457,What color is the elephant?,gray
375546,109851,What color is the guys sweater?,gray
382784,477440,What color is the photo?,gray
121990,441034,What color is the train?,gray
269347,34739,What color is the stone walls?,gray
255762,258865,What color shirt is the woman in the picture under the Wii wearing?,gray
30996,380007,What color is his shirt?,gray
60604,148184,What color is the suitcase?,gray
120383,296201,What color is the sky?,gray
302767,218668,What color is the figure?,gray
60153,155749,What color is the floor?,gray
382065,193410,What color is the elephant?,gray
147646,434986,What color is the woman's sweater?,gray
183738,576157,What color is the animals?,gray
401750,118087,What color is this bird?,gray
239574,68158,What color is the vase in the picture?,gray
221793,325065,What color is the truck?,gray
91867,310156,What color is the fence?,gray
131982,299433,What color is the sky?,gray
219691,62301,What is the main color of the bird?,gray
52125,145767,What color is the rug?,gray
239306,199150,What color is the parking meter?,gray
357051,492297,What color is the lady's hair?,gray
222652,456433,What color is his uniform?,gray
368427,500941,What color is the player's shirt?,gray
497,284012,What color is the catcher's pants?,gray
251233,202943,What color is the building?,gray
271742,78137,What color is the wall?,gray
169203,575938,What color is the man's shirt?,gray
190606,533253,What color is the floor?,gray
219689,62301,What color is this bird?,gray
193465,533377,What is the color of the wall?,gray
304757,400107,What color is the wall?,gray
11081,134297,What color are the pants of man holding the umbrella?,gray
189311,336577,What color are the sheep?,gray
181017,575417,What color is the chair?,gray
208993,190229,What color is the wagon?,gray
408713,120246,What color is the laptop?,gray
140971,433125,What color collar is the cat wearing?,gray
52205,407927,What color is the suitcase?,gray
71118,544414,What color is the pole?,gray
136018,93795,What colors are the birds?,gray
251981,100863,What color is the towel?,gray
376554,547168,What color is the sky?,gray
373965,502613,What color is the building?,gray
141120,246958,What color are they?,gray
25102,269355,What color is the blanket?,gray
182701,313724,What color is the water?,gray
402657,107109,What color is the sky?,gray
365129,531659,What color is the photo?,gray
240259,461600,What color is the cat?,gray
439886,260955,What color is the sky?,gray
303816,350028,What color are the clouds?,gray
163158,308221,What color is the car?,gray
333289,227928,What color is the water?,gray
24478,269160,What color is the car?,gray
411540,514393,What color is the child's shirt?,gray
173760,442268,What color of shirt is this kid wearing?,gray
255877,204275,What color is the skateboarder's shirt?,gray
312576,90523,What colors is the comforter?,gray
431665,258450,What is the color of the clouds?,gray
225819,119922,What color is the fence?,gray
371176,501742,What color is the walls?,gray
240259,461600,What color is the cat?,gray
135739,562688,What color is the bird's back?,gray
108208,161654,What color is dominant?,gray
391466,114978,What color is his coat?,gray
176513,312032,What color is the man's hair?,gray
250075,339591,What color are the elephants?,gray
370703,135618,What color is the water?,gray
255416,204131,What color is the train?,gray
118321,164522,What color is the  trash can?,gray
364491,237542,What color is the sky?,gray
101622,290846,What color is the sky?,gray
281443,399868,What color are the players shoes?,gray
426399,274789,What color is the sky?,gray
198839,449347,What color is his shirt?,gray
288350,83260,What color is the truck?,gray
269326,46207,What color are the buttons on the remote?,gray
151594,42849,What color is the sky?,gray
325877,487770,What color is the sky?,gray
124363,354631,What color is the elephant?,gray
172374,310833,What is the color of the wall?,gray
188323,315256,What color is the teddy bear?,gray
50026,407372,What is the color of the elephants?,gray
443047,130856,What color is the footstool?,gray
245819,463338,What color are these animals?,gray
31658,8998,What color are the clouds?,gray
373726,83755,What color is this skier's jacket?,gray
323052,224776,What color are the couches?,gray
220841,193682,What color is her hat?,gray
247393,201644,What color is the comforter on the bed?,gray
150027,435623,What color is the train?,gray
290367,83878,What color is predominant in the kitchen?,gray
277872,342078,What color is the cat?,gray
243990,331664,What color is the comforter?,gray
236811,329558,What color is the train on the right painted?,gray
225346,492251,What color is the stair rail?,gray
20219,136849,What color are the girls pants?,gray
391465,114978,What color is the sky?,gray
212778,191305,What color is the elephant?,gray
225794,457383,What color are the birds on the table?,gray
93943,288651,What color is the curb?,gray
273029,340622,What color is the batter's pants?,gray
203113,84049,What color is the animal?,gray
44051,559073,What color is the animal?,gray
99297,159118,What color is the cat?,gray
89272,156284,What color are the clouds?,gray
66209,280926,What color are the gloves?,gray
117573,426469,What color is the water?,gray
367596,107450,What color is the sky?,gray
292121,346544,What color is the ground?,gray
284263,213020,What color hat is the man in the foreground wearing?,gray
388587,435885,What color is the sky?,gray
68267,150435,What color is his hair?,gray
3518,1014,What's the odd color out in terms of shorts?,gray
395143,378194,What is the color of the sky?,gray
110873,31358,What color is the ground?,gray
393972,246815,What color is the sky?,gray
412617,252576,What color is the ground?,gray
250256,71528,What is the color of the material these animals standing on?,gray
176513,312032,What color is the man's hair?,gray
266967,76571,What color is the building?,gray
278550,473337,What color is the cat laying down?,gray
430689,127096,What color is the man's shirt?,gray
167540,178410,What color of shirt is the man on the left wearing?,gray
373965,502613,What color is the building?,gray
91396,287962,What color is the woman's handbag?,gray
366332,369170,What color are the elephants?,gray
168724,178708,What color is the pelican in the picture?,gray
226576,64356,What color is the bridge?,gray
299003,348621,What color are the roofs of the buildings furthest away?,gray
109681,555296,What color is the fire hydrant?,gray
229604,469625,What color is the sky?,gray
173779,442277,What color uniform is the batter wearing?,gray
64731,415239,What color is the train in view?,gray
394441,246932,What color is the lettering on the man's shirt?,gray
51358,407770,What color is the man's shirt?,gray
103831,291504,What color are the elephants?,gray
198230,449171,What color is the jacket on the man on the right?,gray
32854,412544,What color are the pants?,gray
333302,359005,What color is the backpack on the ground?,gray
187316,577107,What color are the tiles on the floor?,gray
375505,109836,What color is the carpet?,gray
431665,258450,What is the color of the clouds?,gray
148269,304079,What is the color of the houses chimney?,gray
378080,372789,What is the color of the floor?,gray
73374,3461,What color is the sky?,gray
350833,495518,What color is the tile?,gray
435968,259776,What color is the catchers uniform?,gray
212529,315860,What color is the mouse pad?,gray
148337,41952,What color is the sky?,gray
320250,168387,What color is the cat?,gray
367869,500768,What color is his shirt?,gray
287452,345114,What color is  the suitcase lining?,gray
412606,252576,What color are the lady's pants?,gray
358264,497807,What color is the sky?,gray
318767,223420,What color is the pole?,gray
264849,206998,What color is the scissors on the top shelf?,gray
414059,515212,What color are the stairs?,gray
235692,295162,What color are the elephants?,gray
352811,102915,What color is the dog?,gray
55372,408829,What color are the tiles on the wall?,gray
78527,153224,What color is the catcher's shirt?,gray
1492,393649,What color shirt is this man wearing?,gray
366142,106952,What color is the water?,gray
295080,85294,What color is the helmet of the skater in the front of the picture?,gray
429072,257666,What color is the terminal?,gray
283831,212864,What is the color of the wall?,gray
104586,422809,What is the main color of the batter's shirt?,gray
166521,571328,What color is the cat in the sink?,gray
6181,132838,What color is the sky?,gray
159004,175991,What color is the top of the tower?,gray
186810,576973,What color are his pants?,gray
19356,267691,What color shirts are they wearing?,gray
169422,178895,What color is the side of the building?,gray
129307,429712,What color is the sky in the photo?,gray
435342,390663,What color is the man's hat?,gray
